"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|ES","Generation - Solar  [MW] Intraday / BZN|ES","Generation - Solar  [MW] Current / BZN|ES","Generation - Wind Offshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore  [MW] Intraday / BZN|ES","Generation - Wind Offshore  [MW] Current / BZN|ES","Generation - Wind Onshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore  [MW] Intraday / BZN|ES","Generation - Wind Onshore  [MW] Current / BZN|ES"
"15.04.2018 18:00 - 15.04.2018 19:00","1495","1159","1110","n/e","n/e","n/e","5861","5381","5675"
"15.04.2018 19:00 - 15.04.2018 20:00","834","610","589","n/e","n/e","n/e","5433","4831","4940"
"15.04.2018 20:00 - 15.04.2018 21:00","259","179","206","n/e","n/e","n/e","5122","4453","3912"
"15.04.2018 21:00 - 15.04.2018 22:00","194","77","81","n/e","n/e","n/e","4898","4270","3995"
"15.04.2018 22:00 - 15.04.2018 23:00","158","51","103","n/e","n/e","n/e","4743","4317","3976"
"15.04.2018 23:00 - 16.04.2018 00:00","145","42","122","n/e","n/e","n/e","4629","4462","4115"
"16.04.2018 00:00 - 16.04.2018 01:00","168","131","131","n/e","n/e","n/e","4796","4462","4462"
"16.04.2018 01:00 - 16.04.2018 02:00","134","21","21","n/e","n/e","n/e","4890","4684","4684"
"16.04.2018 02:00 - 16.04.2018 03:00","13","13","13","n/e","n/e","n/e","5025","5372","5372"
"16.04.2018 03:00 - 16.04.2018 04:00","12","12","12","n/e","n/e","n/e","5222","6197","6197"
"16.04.2018 04:00 - 16.04.2018 05:00","16","13","13","n/e","n/e","n/e","5538","6345","6345"
"16.04.2018 05:00 - 16.04.2018 06:00","34","11","11","n/e","n/e","n/e","5844","7553","7553"
"16.04.2018 06:00 - 16.04.2018 07:00","36","14","14","n/e","n/e","n/e","6031","7293","7293"
"16.04.2018 07:00 - 16.04.2018 08:00","57","39","39","n/e","n/e","n/e","6228","7792","7792"
"16.04.2018 08:00 - 16.04.2018 09:00","398","361","361","n/e","n/e","n/e","6447","7676","8729"
"16.04.2018 09:00 - 16.04.2018 10:00","1209","1168","1124","n/e","n/e","n/e","6716","8065","9057"
"16.04.2018 10:00 - 16.04.2018 11:00","2298","2186","2214","n/e","n/e","n/e","7094","8281","9426"
"16.04.2018 11:00 - 16.04.2018 12:00","3381","3149","3233","n/e","n/e","n/e","7199","8288","9482"
"16.04.2018 12:00 - 16.04.2018 13:00","4140","3782","3732","n/e","n/e","n/e","7116","8175","9372"
"16.04.2018 13:00 - 16.04.2018 14:00","4606","4212","4009","n/e","n/e","n/e","7101","8194","9039"
"16.04.2018 14:00 - 16.04.2018 15:00","4807","4384","4260","n/e","n/e","n/e","7028","7963","8817"
"16.04.2018 15:00 - 16.04.2018 16:00","4847","4419","4235","n/e","n/e","n/e","6858","7698","8397"
"16.04.2018 16:00 - 16.04.2018 17:00","4683","4280","4113","n/e","n/e","n/e","6651","7356","8128"
"16.04.2018 17:00 - 16.04.2018 18:00","4352","3968","3829","n/e","n/e","n/e","6177","6736","7870"
"16.04.2018 18:00 - 16.04.2018 19:00","3629","3279","3276","n/e","n/e","n/e","5594","6078","7018"
"16.04.2018 19:00 - 16.04.2018 20:00","2350","2068","2170","n/e","n/e","n/e","5004","5405","5991"
"16.04.2018 20:00 - 16.04.2018 21:00","1055","935","1198","n/e","n/e","n/e","4715","5254","5216"
"16.04.2018 21:00 - 16.04.2018 22:00","471","455","706","n/e","n/e","n/e","4570","5190","4676"
"16.04.2018 22:00 - 16.04.2018 23:00","380","386","551","n/e","n/e","n/e","4570","5230","4652"
"16.04.2018 23:00 - 17.04.2018 00:00","426","443","505","n/e","n/e","n/e","4615","5239","4882"
"17.04.2018 00:00 - 17.04.2018 01:00","210","520","520","n/e","n/e","n/e","5094","5190","5190"
"17.04.2018 01:00 - 17.04.2018 02:00","305","429","429","n/e","n/e","n/e","5057","5396","5396"
"17.04.2018 02:00 - 17.04.2018 03:00","357","379","379","n/e","n/e","n/e","4907","5244","5244"
"17.04.2018 03:00 - 17.04.2018 04:00","333","276","276","n/e","n/e","n/e","4693","5216","5216"
"17.04.2018 04:00 - 17.04.2018 05:00","259","143","143","n/e","n/e","n/e","4475","5254","5254"
"17.04.2018 05:00 - 17.04.2018 06:00","149","64","64","n/e","n/e","n/e","4318","5028","5028"
"17.04.2018 06:00 - 17.04.2018 07:00","74","45","45","n/e","n/e","n/e","4150","4743","4743"
"17.04.2018 07:00 - 17.04.2018 08:00","73","111","111","n/e","n/e","n/e","3984","4444","4444"
"17.04.2018 08:00 - 17.04.2018 09:00","730","658","658","n/e","n/e","n/e","3636","4099","4215"
"17.04.2018 09:00 - 17.04.2018 10:00","1983","1922","1926","n/e","n/e","n/e","3259","3718","3637"
"17.04.2018 10:00 - 17.04.2018 11:00","3409","3454","3530","n/e","n/e","n/e","2978","3353","3280"
"17.04.2018 11:00 - 17.04.2018 12:00","4506","4581","4703","n/e","n/e","n/e","2971","3311","3298"
"17.04.2018 12:00 - 17.04.2018 13:00","4878","4925","5211","n/e","n/e","n/e","3056","3309","3434"
"17.04.2018 13:00 - 17.04.2018 14:00","5037","5158","5426","n/e","n/e","n/e","3156","3363","3401"
"17.04.2018 14:00 - 17.04.2018 15:00","5044","5173","5420","n/e","n/e","n/e","3006","3151","3333"
"17.04.2018 15:00 - 17.04.2018 16:00","4918","4994","5324","n/e","n/e","n/e","2768","2902","3012"
"17.04.2018 16:00 - 17.04.2018 17:00","4690","4656","5024","n/e","n/e","n/e","2476","2594","2523"
"17.04.2018 17:00 - 17.04.2018 18:00","4274","4157","4556","n/e","n/e","n/e","2136","2280","2292"
"17.04.2018 18:00 - 17.04.2018 19:00","3538","3296","3850","n/e","n/e","n/e","1858","1983","2087"
"17.04.2018 19:00 - 17.04.2018 20:00","2662","2532","2673","n/e","n/e","n/e","1676","1760","1768"
"17.04.2018 20:00 - 17.04.2018 21:00","1177","1110","1318","n/e","n/e","n/e","1587","1644","1609"
"17.04.2018 21:00 - 17.04.2018 22:00","723","869","831","n/e","n/e","n/e","1540","1613","1642"
"17.04.2018 22:00 - 17.04.2018 23:00","553","707","607","n/e","n/e","n/e","1576","1638","1595"
"17.04.2018 23:00 - 18.04.2018 00:00","507","658","575","n/e","n/e","n/e","1664","1747","1748"
"18.04.2018 00:00 - 18.04.2018 01:00","563","549","549","n/e","n/e","n/e","2016","1977","1977"
"18.04.2018 01:00 - 18.04.2018 02:00","527","544","544","n/e","n/e","n/e","2337","2167","2167"
"18.04.2018 02:00 - 18.04.2018 03:00","508","543","543","n/e","n/e","n/e","2539","2411","2411"
"18.04.2018 03:00 - 18.04.2018 04:00","470","562","562","n/e","n/e","n/e","2791","2646","2646"
"18.04.2018 04:00 - 18.04.2018 05:00","379","529","529","n/e","n/e","n/e","3089","2921","2921"
"18.04.2018 05:00 - 18.04.2018 06:00","227","462","462","n/e","n/e","n/e","3389","3239","3239"
"18.04.2018 06:00 - 18.04.2018 07:00","144","317","317","n/e","n/e","n/e","3695","3452","3452"
"18.04.2018 07:00 - 18.04.2018 08:00","147","294","294","n/e","n/e","n/e","4025","3572","3572"
"18.04.2018 08:00 - 18.04.2018 09:00","804","783","783","n/e","n/e","n/e","3963","3690","3674"
"18.04.2018 09:00 - 18.04.2018 10:00","2198","2093","2036","n/e","n/e","n/e","3904","3719","3559"
"18.04.2018 10:00 - 18.04.2018 11:00","3800","3780","3833","n/e","n/e","n/e","3923","3792","3425"
"18.04.2018 11:00 - 18.04.2018 12:00","4969","4850","4985","n/e","n/e","n/e","4284","4131","4164"
"18.04.2018 12:00 - 18.04.2018 13:00","5278","5233","5451","n/e","n/e","n/e","4688","4620","5093"
"18.04.2018 13:00 - 18.04.2018 14:00","5430","5473","5575","n/e","n/e","n/e","5217","5118","5830"
"18.04.2018 14:00 - 18.04.2018 15:00","5402","5502","5564","n/e","n/e","n/e","5285","5321","6284"
"18.04.2018 15:00 - 18.04.2018 16:00","5290","5370","5393","n/e","n/e","n/e","5149","5340","6241"
"18.04.2018 16:00 - 18.04.2018 17:00","5086","5076","5103","n/e","n/e","n/e","4941","5236","5883"
"18.04.2018 17:00 - 18.04.2018 18:00","4749","4612","4692","n/e","n/e","n/e","4951","5235","5407"
"18.04.2018 18:00 - 18.04.2018 19:00","4100","3856","3917","n/e","n/e","n/e","5050","5282","5478"
"18.04.2018 19:00 - 18.04.2018 20:00","3135","2907","2619","n/e","n/e","n/e","5209","5419","5658"
"18.04.2018 20:00 - 18.04.2018 21:00","1581","1406","1380","n/e","n/e","n/e","5343","5518","5554"
"18.04.2018 21:00 - 18.04.2018 22:00","836","787","797","n/e","n/e","n/e","5483","5518","6052"
"18.04.2018 22:00 - 18.04.2018 23:00","669","662","665","n/e","n/e","n/e","5683","5604","6486"
"18.04.2018 23:00 - 19.04.2018 00:00","594","635","621","n/e","n/e","n/e","5705","5562","6219"
"19.04.2018 00:00 - 19.04.2018 01:00","589","589","589","n/e","n/e","n/e","5554","6183","6183"
"19.04.2018 01:00 - 19.04.2018 02:00","571","569","569","n/e","n/e","n/e","5458","6287","6287"
"19.04.2018 02:00 - 19.04.2018 03:00","605","454","454","n/e","n/e","n/e","5335","6207","6207"
"19.04.2018 03:00 - 19.04.2018 04:00","585","515","515","n/e","n/e","n/e","5169","5738","5738"
"19.04.2018 04:00 - 19.04.2018 05:00","533","560","560","n/e","n/e","n/e","5014","5462","5462"
"19.04.2018 05:00 - 19.04.2018 06:00","468","520","520","n/e","n/e","n/e","5031","5448","5448"
"19.04.2018 06:00 - 19.04.2018 07:00","218","375","375","n/e","n/e","n/e","5111","5320","5320"
"19.04.2018 07:00 - 19.04.2018 08:00","249","227","227","n/e","n/e","n/e","5245","5344","5344"
"19.04.2018 08:00 - 19.04.2018 09:00","890","817","817","n/e","n/e","n/e","5219","5390","5042"
"19.04.2018 09:00 - 19.04.2018 10:00","2247","2203","2183","n/e","n/e","n/e","5149","5294","4494"
"19.04.2018 10:00 - 19.04.2018 11:00","3943","4109","4037","n/e","n/e","n/e","5171","5278","4636"
"19.04.2018 11:00 - 19.04.2018 12:00","4832","4987","4907","n/e","n/e","n/e","5502","5679","5334"
"19.04.2018 12:00 - 19.04.2018 13:00","5307","5387","5455","n/e","n/e","n/e","5900","6180","6066"
"19.04.2018 13:00 - 19.04.2018 14:00","5490","5565","5621","n/e","n/e","n/e","6287","6673","6545"
"19.04.2018 14:00 - 19.04.2018 15:00","5444","5535","5534","n/e","n/e","n/e","6554","6974","6705"
"19.04.2018 15:00 - 19.04.2018 16:00","5251","5335","5364","n/e","n/e","n/e","6748","7202","6999"
"19.04.2018 16:00 - 19.04.2018 17:00","4932","5021","5087","n/e","n/e","n/e","6893","7361","7392"
"19.04.2018 17:00 - 19.04.2018 18:00","4400","4533","4610","n/e","n/e","n/e","6972","7367","8156"
"19.04.2018 18:00 - 19.04.2018 19:00","3551","3805","3804","n/e","n/e","n/e","6935","7352","8854"
"19.04.2018 19:00 - 19.04.2018 20:00","2662","2707","2616","n/e","n/e","n/e","6882","7286","9371"
"19.04.2018 20:00 - 19.04.2018 21:00","1279","1336","1355","n/e","n/e","n/e","6959","7291","8836"
"19.04.2018 21:00 - 19.04.2018 22:00","679","745","749","n/e","n/e","n/e","7173","7388","8714"
"19.04.2018 22:00 - 19.04.2018 23:00","547","641","538","n/e","n/e","n/e","7455","7527","8594"
"19.04.2018 23:00 - 20.04.2018 00:00","542","627","567","n/e","n/e","n/e","7420","7417","8254"
"20.04.2018 00:00 - 20.04.2018 01:00","520","593","593","n/e","n/e","n/e","7647","7763","7763"
"20.04.2018 01:00 - 20.04.2018 02:00","520","601","601","n/e","n/e","n/e","7369","7695","7695"
"20.04.2018 02:00 - 20.04.2018 03:00","515","601","601","n/e","n/e","n/e","7115","7482","7482"
"20.04.2018 03:00 - 20.04.2018 04:00","502","529","529","n/e","n/e","n/e","6824","6952","6952"
"20.04.2018 04:00 - 20.04.2018 05:00","471","489","489","n/e","n/e","n/e","6547","6630","6630"
"20.04.2018 05:00 - 20.04.2018 06:00","378","360","360","n/e","n/e","n/e","6438","6427","6427"
"20.04.2018 06:00 - 20.04.2018 07:00","251","238","238","n/e","n/e","n/e","6403","6232","6232"
"20.04.2018 07:00 - 20.04.2018 08:00","186","203","203","n/e","n/e","n/e","6410","6146","6146"
"20.04.2018 08:00 - 20.04.2018 09:00","689","690","690","n/e","n/e","n/e","6441","6233","5997"
"20.04.2018 09:00 - 20.04.2018 10:00","1794","1805","1769","n/e","n/e","n/e","6497","6353","5682"
"20.04.2018 10:00 - 20.04.2018 11:00","3327","3282","3314","n/e","n/e","n/e","6693","6617","5854"
"20.04.2018 11:00 - 20.04.2018 12:00","4174","4092","4140","n/e","n/e","n/e","7140","7067","6595"
"20.04.2018 12:00 - 20.04.2018 13:00","4634","4611","4551","n/e","n/e","n/e","7667","7746","7251"
"20.04.2018 13:00 - 20.04.2018 14:00","4856","4823","4775","n/e","n/e","n/e","8201","8316","7940"
"20.04.2018 14:00 - 20.04.2018 15:00","4868","4795","4948","n/e","n/e","n/e","8488","8694","8557"
"20.04.2018 15:00 - 20.04.2018 16:00","4708","4570","4727","n/e","n/e","n/e","8680","8933","9201"
"20.04.2018 16:00 - 20.04.2018 17:00","4432","4305","4395","n/e","n/e","n/e","8767","9033","9766"
"20.04.2018 17:00 - 20.04.2018 18:00","3996","3843","3863","n/e","n/e","n/e","8528","8856","10097"
"20.04.2018 18:00 - 20.04.2018 19:00","3285","3108","3067","n/e","n/e","n/e","8171","8461","10109"
"20.04.2018 19:00 - 20.04.2018 20:00","2189","2052","1834","n/e","n/e","n/e","7738","8020","9590"
"20.04.2018 20:00 - 20.04.2018 21:00","1047","952","791","n/e","n/e","n/e","7531","7680","8545"
"20.04.2018 21:00 - 20.04.2018 22:00","530","484","406","n/e","n/e","n/e","7495","7533","7795"
"20.04.2018 22:00 - 20.04.2018 23:00","417","404","348","n/e","n/e","n/e","7516","7447","7656"
"20.04.2018 23:00 - 21.04.2018 00:00","390","389","358","n/e","n/e","n/e","7211","7142","7414"
"21.04.2018 00:00 - 21.04.2018 01:00","197","276","276","n/e","n/e","n/e","7121","6876","6876"
"21.04.2018 01:00 - 21.04.2018 02:00","199","202","202","n/e","n/e","n/e","6731","6524","6524"
"21.04.2018 02:00 - 21.04.2018 03:00","193","158","158","n/e","n/e","n/e","6425","6040","6040"
"21.04.2018 03:00 - 21.04.2018 04:00","161","119","119","n/e","n/e","n/e","6188","5611","5611"
"21.04.2018 04:00 - 21.04.2018 05:00","158","97","97","n/e","n/e","n/e","6018","5098","5098"
"21.04.2018 05:00 - 21.04.2018 06:00","118","84","84","n/e","n/e","n/e","5980","5286","5286"
"21.04.2018 06:00 - 21.04.2018 07:00","113","80","80","n/e","n/e","n/e","5993","5564","5564"
"21.04.2018 07:00 - 21.04.2018 08:00","99","108","108","n/e","n/e","n/e","6009","5757","5757"
"21.04.2018 08:00 - 21.04.2018 09:00","493","505","505","n/e","n/e","n/e","5800","5668","5525"
"21.04.2018 09:00 - 21.04.2018 10:00","1223","1177","1206","n/e","n/e","n/e","5528","5459","5157"
"21.04.2018 10:00 - 21.04.2018 11:00","2022","1897","1909","n/e","n/e","n/e","5428","5354","4980"
"21.04.2018 11:00 - 21.04.2018 12:00","2667","2510","2198","n/e","n/e","n/e","5626","5497","5444"
"21.04.2018 12:00 - 21.04.2018 13:00","3074","2915","2438","n/e","n/e","n/e","5896","5721","6188"
"21.04.2018 13:00 - 21.04.2018 14:00","3296","3103","2486","n/e","n/e","n/e","6133","5940","6459"
"21.04.2018 14:00 - 21.04.2018 15:00","3337","3122","2358","n/e","n/e","n/e","6113","5865","6576"
"21.04.2018 15:00 - 21.04.2018 16:00","3289","3021","2262","n/e","n/e","n/e","5905","5665","5924"
"21.04.2018 16:00 - 21.04.2018 17:00","3060","2773","2109","n/e","n/e","n/e","5597","5407","5475"
"21.04.2018 17:00 - 21.04.2018 18:00","2612","2343","1849","n/e","n/e","n/e","5233","5025","5069"
"21.04.2018 18:00 - 21.04.2018 19:00","1963","1742","1268","n/e","n/e","n/e","4977","4765","4710"
"21.04.2018 19:00 - 21.04.2018 20:00","1147","999","638","n/e","n/e","n/e","4774","4589","4342"
"21.04.2018 20:00 - 21.04.2018 21:00","424","337","172","n/e","n/e","n/e","4777","4721","4361"
"21.04.2018 21:00 - 21.04.2018 22:00","175","132","65","n/e","n/e","n/e","4820","4947","4443"
"21.04.2018 22:00 - 21.04.2018 23:00","138","102","36","n/e","n/e","n/e","4918","5180","4160"
"21.04.2018 23:00 - 22.04.2018 00:00","156","110","1","n/e","n/e","n/e","4789","5132","3982"
"22.04.2018 00:00 - 22.04.2018 01:00","57","23","23","n/e","n/e","n/e","4547","3960","3960"
"22.04.2018 01:00 - 22.04.2018 02:00","66","66","66","n/e","n/e","n/e","4477","4084","4084"
"22.04.2018 02:00 - 22.04.2018 03:00","82","77","77","n/e","n/e","n/e","4318","4148","4148"
"22.04.2018 03:00 - 22.04.2018 04:00","91","18","18","n/e","n/e","n/e","4078","3693","3693"
"22.04.2018 04:00 - 22.04.2018 05:00","88","10","10","n/e","n/e","n/e","3798","3411","3411"
"22.04.2018 05:00 - 22.04.2018 06:00","62","2","2","n/e","n/e","n/e","3575","3022","3022"
"22.04.2018 06:00 - 22.04.2018 07:00","59","0","0","n/e","n/e","n/e","3325","2638","2638"
"22.04.2018 07:00 - 22.04.2018 08:00","156","76","76","n/e","n/e","n/e","3161","2315","2315"
"22.04.2018 08:00 - 22.04.2018 09:00","545","501","501","n/e","n/e","n/e","2930","2285","2311"
"22.04.2018 09:00 - 22.04.2018 10:00","1207","1239","1288","n/e","n/e","n/e","2700","2218","2249"
"22.04.2018 10:00 - 22.04.2018 11:00","2040","2053","1976","n/e","n/e","n/e","2612","2271","2322"
"22.04.2018 11:00 - 22.04.2018 12:00","2769","2683","2584","n/e","n/e","n/e","2851","2568","2757"
"22.04.2018 12:00 - 22.04.2018 13:00","3222","3036","2922","n/e","n/e","n/e","3153","2901","3172"
"22.04.2018 13:00 - 22.04.2018 14:00","3490","3250","3187","n/e","n/e","n/e","3537","3296","3541"
"22.04.2018 14:00 - 22.04.2018 15:00","3562","3382","3147","n/e","n/e","n/e","3739","3572","3732"
"22.04.2018 15:00 - 22.04.2018 16:00","3499","3330","2993","n/e","n/e","n/e","3863","3741","3944"
"22.04.2018 16:00 - 22.04.2018 17:00","3279","3142","2739","n/e","n/e","n/e","3858","3854","4156"
"22.04.2018 17:00 - 22.04.2018 18:00","2899","2818","2386","n/e","n/e","n/e","3811","3837","4408"
"22.04.2018 18:00 - 22.04.2018 19:00","2329","2196","1871","n/e","n/e","n/e","3768","3833","3963"
"22.04.2018 19:00 - 22.04.2018 20:00","1404","1294","1331","n/e","n/e","n/e","3762","3931","4274"
"22.04.2018 20:00 - 22.04.2018 21:00","584","500","654","n/e","n/e","n/e","3954","4086","3925"
"22.04.2018 21:00 - 22.04.2018 22:00","200","188","182","n/e","n/e","n/e","4155","4252","3533"
"22.04.2018 22:00 - 22.04.2018 23:00","131","117","88","n/e","n/e","n/e","4473","4491","4032"
"22.04.2018 23:00 - 23.04.2018 00:00","115","112","2","n/e","n/e","n/e","4326","4508","4010"
"23.04.2018 00:00 - 23.04.2018 01:00","88","2","2","n/e","n/e","n/e","4549","3793","3793"
"23.04.2018 01:00 - 23.04.2018 02:00","92","1","1","n/e","n/e","n/e","4473","3629","3629"
"23.04.2018 02:00 - 23.04.2018 03:00","84","0","0","n/e","n/e","n/e","4165","3500","3500"
"23.04.2018 03:00 - 23.04.2018 04:00","71","0","0","n/e","n/e","n/e","3816","3002","3002"
"23.04.2018 04:00 - 23.04.2018 05:00","55","0","0","n/e","n/e","n/e","3558","2563","2563"
"23.04.2018 05:00 - 23.04.2018 06:00","36","1","1","n/e","n/e","n/e","3391","2432","2432"
"23.04.2018 06:00 - 23.04.2018 07:00","48","7","7","n/e","n/e","n/e","3232","2144","2144"
"23.04.2018 07:00 - 23.04.2018 08:00","112","63","63","n/e","n/e","n/e","3128","2278","2278"
"23.04.2018 08:00 - 23.04.2018 09:00","410","433","433","n/e","n/e","n/e","2937","2218","2226"
"23.04.2018 09:00 - 23.04.2018 10:00","982","1078","1105","n/e","n/e","n/e","2671","2168","2453"
"23.04.2018 10:00 - 23.04.2018 11:00","1736","1913","1842","n/e","n/e","n/e","2462","2150","2207"
"23.04.2018 11:00 - 23.04.2018 12:00","2415","2704","2420","n/e","n/e","n/e","2535","2311","1818"
"23.04.2018 12:00 - 23.04.2018 13:00","2890","3271","3089","n/e","n/e","n/e","2640","2507","1589"
"23.04.2018 13:00 - 23.04.2018 14:00","3160","3603","3263","n/e","n/e","n/e","2803","2733","1474"
"23.04.2018 14:00 - 23.04.2018 15:00","3265","3613","3505","n/e","n/e","n/e","3043","2942","1674"
"23.04.2018 15:00 - 23.04.2018 16:00","3206","3487","3508","n/e","n/e","n/e","3288","3142","1861"
"23.04.2018 16:00 - 23.04.2018 17:00","2999","3239","3064","n/e","n/e","n/e","3519","3365","2519"
"23.04.2018 17:00 - 23.04.2018 18:00","2662","2778","2452","n/e","n/e","n/e","3736","3641","2996"
"23.04.2018 18:00 - 23.04.2018 19:00","2062","2040","1860","n/e","n/e","n/e","3925","3950","3361"
"23.04.2018 19:00 - 23.04.2018 20:00","1320","1240","1130","n/e","n/e","n/e","4200","4322","3624"
"23.04.2018 20:00 - 23.04.2018 21:00","700","582","366","n/e","n/e","n/e","4562","4684","4252"
"23.04.2018 21:00 - 23.04.2018 22:00","344","292","175","n/e","n/e","n/e","4977","5033","4958"
"23.04.2018 22:00 - 23.04.2018 23:00","228","189","96","n/e","n/e","n/e","5336","5414","5417"
"23.04.2018 23:00 - 24.04.2018 00:00","211","177","9","n/e","n/e","n/e","5342","5409","5138"
"24.04.2018 00:00 - 24.04.2018 01:00","127","23","23","n/e","n/e","n/e","5218","4853","4853"
"24.04.2018 01:00 - 24.04.2018 02:00","117","10","10","n/e","n/e","n/e","5085","4718","4718"
"24.04.2018 02:00 - 24.04.2018 03:00","103","0","0","n/e","n/e","n/e","4891","4518","4518"
"24.04.2018 03:00 - 24.04.2018 04:00","88","0","0","n/e","n/e","n/e","4714","3902","3902"
"24.04.2018 04:00 - 24.04.2018 05:00","83","2","2","n/e","n/e","n/e","4594","3365","3365"
"24.04.2018 05:00 - 24.04.2018 06:00","89","12","12","n/e","n/e","n/e","4490","3652","3652"
"24.04.2018 06:00 - 24.04.2018 07:00","76","18","18","n/e","n/e","n/e","4377","3979","3979"
"24.04.2018 07:00 - 24.04.2018 08:00","97","79","79","n/e","n/e","n/e","4287","3965","3965"
"24.04.2018 08:00 - 24.04.2018 09:00","555","606","606","n/e","n/e","n/e","4132","3846","3525"
"24.04.2018 09:00 - 24.04.2018 10:00","1526","1513","1544","n/e","n/e","n/e","3960","3573","3234"
"24.04.2018 10:00 - 24.04.2018 11:00","2595","2572","2529","n/e","n/e","n/e","3846","3466","3312"
"24.04.2018 11:00 - 24.04.2018 12:00","3429","3499","3392","n/e","n/e","n/e","4090","3531","3602"
"24.04.2018 12:00 - 24.04.2018 13:00","3961","4044","3749","n/e","n/e","n/e","4418","3671","3870"
"24.04.2018 13:00 - 24.04.2018 14:00","4225","4355","4131","n/e","n/e","n/e","4810","3840","4038"
"24.04.2018 14:00 - 24.04.2018 15:00","4275","4444","4151","n/e","n/e","n/e","4839","3981","4128"
"24.04.2018 15:00 - 24.04.2018 16:00","4163","4336","3952","n/e","n/e","n/e","4801","4054","4249"
"24.04.2018 16:00 - 24.04.2018 17:00","3841","3972","3561","n/e","n/e","n/e","4777","4169","4096"
"24.04.2018 17:00 - 24.04.2018 18:00","3324","3368","3051","n/e","n/e","n/e","4615","4144","3984"
"24.04.2018 18:00 - 24.04.2018 19:00","2591","2588","2232","n/e","n/e","n/e","4415","4077","3900"
"24.04.2018 19:00 - 24.04.2018 20:00","1644","1633","1380","n/e","n/e","n/e","4251","3896","3677"
"24.04.2018 20:00 - 24.04.2018 21:00","731","655","594","n/e","n/e","n/e","4290","3797","3242"
"24.04.2018 21:00 - 24.04.2018 22:00","387","374","274","n/e","n/e","n/e","4360","3719","3371"
"24.04.2018 22:00 - 24.04.2018 23:00","302","309","193","n/e","n/e","n/e","4485","3689","3493"
"24.04.2018 23:00 - 25.04.2018 00:00","281","281","107","n/e","n/e","n/e","4235","3509","3388"
"25.04.2018 00:00 - 25.04.2018 01:00","247","57","57","n/e","n/e","n/e","3223","3089","3089"
"25.04.2018 01:00 - 25.04.2018 02:00","248","47","47","n/e","n/e","n/e","2959","2862","2862"
"25.04.2018 02:00 - 25.04.2018 03:00","220","24","24","n/e","n/e","n/e","2810","2718","2718"
"25.04.2018 03:00 - 25.04.2018 04:00","171","16","16","n/e","n/e","n/e","2651","2408","2408"
"25.04.2018 04:00 - 25.04.2018 05:00","155","21","21","n/e","n/e","n/e","2583","2332","2332"
"25.04.2018 05:00 - 25.04.2018 06:00","99","14","14","n/e","n/e","n/e","2618","2059","2059"
"25.04.2018 06:00 - 25.04.2018 07:00","100","10","10","n/e","n/e","n/e","2664","2125","2125"
"25.04.2018 07:00 - 25.04.2018 08:00","99","85","85","n/e","n/e","n/e","2859","2237","2237"
"25.04.2018 08:00 - 25.04.2018 09:00","610","579","579","n/e","n/e","n/e","2899","2477","2374"
"25.04.2018 09:00 - 25.04.2018 10:00","1546","1391","1486","n/e","n/e","n/e","2822","2472","2212"
"25.04.2018 10:00 - 25.04.2018 11:00","2527","2375","2424","n/e","n/e","n/e","2898","2510","2123"
"25.04.2018 11:00 - 25.04.2018 12:00","3244","3135","3152","n/e","n/e","n/e","3264","2895","2511"
"25.04.2018 12:00 - 25.04.2018 13:00","3681","3658","3354","n/e","n/e","n/e","3660","3431","3092"
"25.04.2018 13:00 - 25.04.2018 14:00","3821","3833","3775","n/e","n/e","n/e","4161","4016","3371"
"25.04.2018 14:00 - 25.04.2018 15:00","3799","3755","3832","n/e","n/e","n/e","4811","4749","3945"
"25.04.2018 15:00 - 25.04.2018 16:00","3647","3575","3685","n/e","n/e","n/e","5476","5583","4933"
"25.04.2018 16:00 - 25.04.2018 17:00","3364","3232","3393","n/e","n/e","n/e","6226","6443","5948"
"25.04.2018 17:00 - 25.04.2018 18:00","2932","2759","2991","n/e","n/e","n/e","6840","7000","7028"
"25.04.2018 18:00 - 25.04.2018 19:00","2286","2109","2457","n/e","n/e","n/e","7408","7439","7567"
"25.04.2018 19:00 - 25.04.2018 20:00","1502","1302","1730","n/e","n/e","n/e","7937","7739","8154"
"25.04.2018 20:00 - 25.04.2018 21:00","657","543","982","n/e","n/e","n/e","8139","7837","8132"
"25.04.2018 21:00 - 25.04.2018 22:00","254","281","475","n/e","n/e","n/e","8258","7942","8373"
"25.04.2018 22:00 - 25.04.2018 23:00","181","234","316","n/e","n/e","n/e","8421","8104","8297"
"25.04.2018 23:00 - 26.04.2018 00:00","190","218","228","n/e","n/e","n/e","8285","7991","8226"
"26.04.2018 00:00 - 26.04.2018 01:00","200","101","101","n/e","n/e","n/e","7753","7847","7847"
"26.04.2018 01:00 - 26.04.2018 02:00","175","90","90","n/e","n/e","n/e","7645","7707","7707"
"26.04.2018 02:00 - 26.04.2018 03:00","164","52","52","n/e","n/e","n/e","7503","7770","7770"
"26.04.2018 03:00 - 26.04.2018 04:00","150","23","23","n/e","n/e","n/e","7332","7731","7731"
"26.04.2018 04:00 - 26.04.2018 05:00","151","7","7","n/e","n/e","n/e","7162","7511","7511"
"26.04.2018 05:00 - 26.04.2018 06:00","150","10","10","n/e","n/e","n/e","7120","7474","7474"
