"MTU (CET)","Generation - Solar  [MW] Day Ahead/ BZN|ES","Generation - Solar  [MW] Intraday / BZN|ES","Generation - Solar  [MW] Current / BZN|ES","Generation - Wind Offshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore  [MW] Intraday / BZN|ES","Generation - Wind Offshore  [MW] Current / BZN|ES","Generation - Wind Onshore  [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore  [MW] Intraday / BZN|ES","Generation - Wind Onshore  [MW] Current / BZN|ES"
"20.04.2015 08:00 - 20.04.2015 09:00","692","n/e","n/e","n/e","n/e","n/e","830","n/e","n/e"
"20.04.2015 09:00 - 20.04.2015 10:00","1820","n/e","n/e","n/e","n/e","n/e","657","n/e","n/e"
"20.04.2015 10:00 - 20.04.2015 11:00","3261","n/e","n/e","n/e","n/e","n/e","627","n/e","n/e"
"20.04.2015 11:00 - 20.04.2015 12:00","4279","n/e","n/e","n/e","n/e","n/e","740","n/e","n/e"
"20.04.2015 12:00 - 20.04.2015 13:00","4851","n/e","n/e","n/e","n/e","n/e","1087","n/e","n/e"
"20.04.2015 13:00 - 20.04.2015 14:00","4843","n/e","n/e","n/e","n/e","n/e","1524","n/e","n/e"
"20.04.2015 14:00 - 20.04.2015 15:00","4725","n/e","n/e","n/e","n/e","n/e","1796","n/e","n/e"
"20.04.2015 15:00 - 20.04.2015 16:00","4689","n/e","n/e","n/e","n/e","n/e","2182","n/e","n/e"
"20.04.2015 16:00 - 20.04.2015 17:00","4455","n/e","n/e","n/e","n/e","n/e","2570","n/e","n/e"
"20.04.2015 17:00 - 20.04.2015 18:00","3874","n/e","n/e","n/e","n/e","n/e","2791","n/e","n/e"
"20.04.2015 18:00 - 20.04.2015 19:00","3156","n/e","n/e","n/e","n/e","n/e","3432","n/e","n/e"
"20.04.2015 19:00 - 20.04.2015 20:00","2045","n/e","n/e","n/e","n/e","n/e","4328","n/e","n/e"
"20.04.2015 20:00 - 20.04.2015 21:00","1013","n/e","n/e","n/e","n/e","n/e","4934","n/e","n/e"
"20.04.2015 21:00 - 20.04.2015 22:00","719","n/e","n/e","n/e","n/e","n/e","5710","n/e","n/e"
"20.04.2015 22:00 - 20.04.2015 23:00","537","n/e","n/e","n/e","n/e","n/e","6625","n/e","n/e"
"20.04.2015 23:00 - 21.04.2015 00:00","446","n/e","n/e","n/e","n/e","n/e","7382","n/e","n/e"
"21.04.2015 00:00 - 21.04.2015 01:00","261","n/e","n/e","n/e","n/e","n/e","7734","n/e","n/e"
"21.04.2015 01:00 - 21.04.2015 02:00","394","n/e","n/e","n/e","n/e","n/e","7645","n/e","n/e"
"21.04.2015 02:00 - 21.04.2015 03:00","380","n/e","n/e","n/e","n/e","n/e","7431","n/e","n/e"
"21.04.2015 03:00 - 21.04.2015 04:00","380","n/e","n/e","n/e","n/e","n/e","7095","n/e","n/e"
"21.04.2015 04:00 - 21.04.2015 05:00","353","n/e","n/e","n/e","n/e","n/e","6658","n/e","n/e"
"21.04.2015 05:00 - 21.04.2015 06:00","217","n/e","n/e","n/e","n/e","n/e","6294","n/e","n/e"
"21.04.2015 06:00 - 21.04.2015 07:00","88","n/e","n/e","n/e","n/e","n/e","6085","n/e","n/e"
"21.04.2015 07:00 - 21.04.2015 08:00","112","n/e","n/e","n/e","n/e","n/e","5978","n/e","n/e"
"21.04.2015 08:00 - 21.04.2015 09:00","617","n/e","n/e","n/e","n/e","n/e","6150","n/e","n/e"
"21.04.2015 09:00 - 21.04.2015 10:00","1517","n/e","n/e","n/e","n/e","n/e","5730","n/e","n/e"
"21.04.2015 10:00 - 21.04.2015 11:00","2512","n/e","n/e","n/e","n/e","n/e","5798","n/e","n/e"
"21.04.2015 11:00 - 21.04.2015 12:00","3593","n/e","n/e","n/e","n/e","n/e","6163","n/e","n/e"
"21.04.2015 12:00 - 21.04.2015 13:00","4216","n/e","n/e","n/e","n/e","n/e","6529","n/e","n/e"
"21.04.2015 13:00 - 21.04.2015 14:00","4440","n/e","n/e","n/e","n/e","n/e","7129","n/e","n/e"
"21.04.2015 14:00 - 21.04.2015 15:00","4422","n/e","n/e","n/e","n/e","n/e","7713","n/e","n/e"
"21.04.2015 15:00 - 21.04.2015 16:00","4248","n/e","n/e","n/e","n/e","n/e","8367","n/e","n/e"
"21.04.2015 16:00 - 21.04.2015 17:00","3935","n/e","n/e","n/e","n/e","n/e","8850","n/e","n/e"
"21.04.2015 17:00 - 21.04.2015 18:00","3359","n/e","n/e","n/e","n/e","n/e","9207","n/e","n/e"
"21.04.2015 18:00 - 21.04.2015 19:00","2558","n/e","n/e","n/e","n/e","n/e","9565","n/e","n/e"
"21.04.2015 19:00 - 21.04.2015 20:00","1617","n/e","n/e","n/e","n/e","n/e","9356","n/e","n/e"
"21.04.2015 20:00 - 21.04.2015 21:00","642","n/e","n/e","n/e","n/e","n/e","8981","n/e","n/e"
"21.04.2015 21:00 - 21.04.2015 22:00","313","n/e","n/e","n/e","n/e","n/e","8893","n/e","n/e"
"21.04.2015 22:00 - 21.04.2015 23:00","292","n/e","n/e","n/e","n/e","n/e","9258","n/e","n/e"
"21.04.2015 23:00 - 22.04.2015 00:00","352","n/e","n/e","n/e","n/e","n/e","9146","n/e","n/e"
"22.04.2015 00:00 - 22.04.2015 01:00","268","n/e","n/e","n/e","n/e","n/e","8726","n/e","n/e"
"22.04.2015 01:00 - 22.04.2015 02:00","163","n/e","n/e","n/e","n/e","n/e","8281","n/e","n/e"
"22.04.2015 02:00 - 22.04.2015 03:00","88","n/e","n/e","n/e","n/e","n/e","7880","n/e","n/e"
"22.04.2015 03:00 - 22.04.2015 04:00","57","n/e","n/e","n/e","n/e","n/e","7561","n/e","n/e"
"22.04.2015 04:00 - 22.04.2015 05:00","10","n/e","n/e","n/e","n/e","n/e","7180","n/e","n/e"
"22.04.2015 05:00 - 22.04.2015 06:00","1","n/e","n/e","n/e","n/e","n/e","6938","n/e","n/e"
"22.04.2015 06:00 - 22.04.2015 07:00","0","n/e","n/e","n/e","n/e","n/e","6615","n/e","n/e"
"22.04.2015 07:00 - 22.04.2015 08:00","74","n/e","n/e","n/e","n/e","n/e","6359","n/e","n/e"
"22.04.2015 08:00 - 22.04.2015 09:00","520","n/e","n/e","n/e","n/e","n/e","5637","n/e","n/e"
"22.04.2015 09:00 - 22.04.2015 10:00","1261","n/e","n/e","n/e","n/e","n/e","5153","n/e","n/e"
"22.04.2015 10:00 - 22.04.2015 11:00","2054","n/e","n/e","n/e","n/e","n/e","4961","n/e","n/e"
"22.04.2015 11:00 - 22.04.2015 12:00","2714","n/e","n/e","n/e","n/e","n/e","5025","n/e","n/e"
"22.04.2015 12:00 - 22.04.2015 13:00","3336","n/e","n/e","n/e","n/e","n/e","4288","n/e","n/e"
"22.04.2015 13:00 - 22.04.2015 14:00","3580","n/e","n/e","n/e","n/e","n/e","4343","n/e","n/e"
"22.04.2015 14:00 - 22.04.2015 15:00","3865","n/e","n/e","n/e","n/e","n/e","4373","n/e","n/e"
"22.04.2015 15:00 - 22.04.2015 16:00","4070","n/e","n/e","n/e","n/e","n/e","4535","n/e","n/e"
"22.04.2015 16:00 - 22.04.2015 17:00","4024","n/e","n/e","n/e","n/e","n/e","4688","n/e","n/e"
"22.04.2015 17:00 - 22.04.2015 18:00","3785","n/e","n/e","n/e","n/e","n/e","4794","n/e","n/e"
"22.04.2015 18:00 - 22.04.2015 19:00","3215","n/e","n/e","n/e","n/e","n/e","4370","n/e","n/e"
"22.04.2015 19:00 - 22.04.2015 20:00","1897","n/e","n/e","n/e","n/e","n/e","3781","n/e","n/e"
"22.04.2015 20:00 - 22.04.2015 21:00","877","n/e","n/e","n/e","n/e","n/e","3146","n/e","n/e"
"22.04.2015 21:00 - 22.04.2015 22:00","479","n/e","n/e","n/e","n/e","n/e","2158","n/e","n/e"
"22.04.2015 22:00 - 22.04.2015 23:00","315","n/e","n/e","n/e","n/e","n/e","1882","n/e","n/e"
"22.04.2015 23:00 - 23.04.2015 00:00","282","n/e","n/e","n/e","n/e","n/e","1673","n/e","n/e"
"23.04.2015 00:00 - 23.04.2015 01:00","58","n/e","n/e","n/e","n/e","n/e","1476","n/e","n/e"
"23.04.2015 01:00 - 23.04.2015 02:00","167","n/e","n/e","n/e","n/e","n/e","1613","n/e","n/e"
"23.04.2015 02:00 - 23.04.2015 03:00","141","n/e","n/e","n/e","n/e","n/e","1612","n/e","n/e"
"23.04.2015 03:00 - 23.04.2015 04:00","130","n/e","n/e","n/e","n/e","n/e","1417","n/e","n/e"
"23.04.2015 04:00 - 23.04.2015 05:00","73","n/e","n/e","n/e","n/e","n/e","1509","n/e","n/e"
"23.04.2015 05:00 - 23.04.2015 06:00","10","n/e","n/e","n/e","n/e","n/e","1628","n/e","n/e"
"23.04.2015 06:00 - 23.04.2015 07:00","4","n/e","n/e","n/e","n/e","n/e","1801","n/e","n/e"
"23.04.2015 07:00 - 23.04.2015 08:00","101","n/e","n/e","n/e","n/e","n/e","1779","n/e","n/e"
"23.04.2015 08:00 - 23.04.2015 09:00","677","n/e","n/e","n/e","n/e","n/e","1503","n/e","n/e"
"23.04.2015 09:00 - 23.04.2015 10:00","1717","n/e","n/e","n/e","n/e","n/e","953","n/e","n/e"
"23.04.2015 10:00 - 23.04.2015 11:00","2823","n/e","n/e","n/e","n/e","n/e","659","n/e","n/e"
"23.04.2015 11:00 - 23.04.2015 12:00","3830","n/e","n/e","n/e","n/e","n/e","727","n/e","n/e"
"23.04.2015 12:00 - 23.04.2015 13:00","4515","n/e","n/e","n/e","n/e","n/e","739","n/e","n/e"
"23.04.2015 13:00 - 23.04.2015 14:00","4637","n/e","n/e","n/e","n/e","n/e","854","n/e","n/e"
"23.04.2015 14:00 - 23.04.2015 15:00","4776","n/e","n/e","n/e","n/e","n/e","1037","n/e","n/e"
"23.04.2015 15:00 - 23.04.2015 16:00","4805","n/e","n/e","n/e","n/e","n/e","1212","n/e","n/e"
"23.04.2015 16:00 - 23.04.2015 17:00","4569","n/e","n/e","n/e","n/e","n/e","1429","n/e","n/e"
"23.04.2015 17:00 - 23.04.2015 18:00","3980","n/e","n/e","n/e","n/e","n/e","1615","n/e","n/e"
"23.04.2015 18:00 - 23.04.2015 19:00","3055","n/e","n/e","n/e","n/e","n/e","1654","n/e","n/e"
"23.04.2015 19:00 - 23.04.2015 20:00","1924","n/e","n/e","n/e","n/e","n/e","1589","n/e","n/e"
"23.04.2015 20:00 - 23.04.2015 21:00","851","n/e","n/e","n/e","n/e","n/e","1219","n/e","n/e"
"23.04.2015 21:00 - 23.04.2015 22:00","327","n/e","n/e","n/e","n/e","n/e","1058","n/e","n/e"
"23.04.2015 22:00 - 23.04.2015 23:00","359","n/e","n/e","n/e","n/e","n/e","944","n/e","n/e"
"23.04.2015 23:00 - 24.04.2015 00:00","345","n/e","n/e","n/e","n/e","n/e","908","n/e","n/e"
"24.04.2015 00:00 - 24.04.2015 01:00","126","n/e","n/e","n/e","n/e","n/e","884","n/e","n/e"
"24.04.2015 01:00 - 24.04.2015 02:00","243","n/e","n/e","n/e","n/e","n/e","916","n/e","n/e"
"24.04.2015 02:00 - 24.04.2015 03:00","107","n/e","n/e","n/e","n/e","n/e","1138","n/e","n/e"
"24.04.2015 03:00 - 24.04.2015 04:00","40","n/e","n/e","n/e","n/e","n/e","1286","n/e","n/e"
"24.04.2015 04:00 - 24.04.2015 05:00","8","n/e","n/e","n/e","n/e","n/e","1356","n/e","n/e"
"24.04.2015 05:00 - 24.04.2015 06:00","2","n/e","n/e","n/e","n/e","n/e","1567","n/e","n/e"
"24.04.2015 06:00 - 24.04.2015 07:00","1","n/e","n/e","n/e","n/e","n/e","1429","n/e","n/e"
"24.04.2015 07:00 - 24.04.2015 08:00","91","n/e","n/e","n/e","n/e","n/e","1374","n/e","n/e"
"24.04.2015 08:00 - 24.04.2015 09:00","624","n/e","n/e","n/e","n/e","n/e","1574","n/e","n/e"
"24.04.2015 09:00 - 24.04.2015 10:00","1473","n/e","n/e","n/e","n/e","n/e","1697","n/e","n/e"
"24.04.2015 10:00 - 24.04.2015 11:00","2198","n/e","n/e","n/e","n/e","n/e","1706","n/e","n/e"
"24.04.2015 11:00 - 24.04.2015 12:00","2739","n/e","n/e","n/e","n/e","n/e","2103","n/e","n/e"
"24.04.2015 12:00 - 24.04.2015 13:00","3057","n/e","n/e","n/e","n/e","n/e","2419","n/e","n/e"
"24.04.2015 13:00 - 24.04.2015 14:00","3019","n/e","n/e","n/e","n/e","n/e","3164","n/e","n/e"
"24.04.2015 14:00 - 24.04.2015 15:00","2796","n/e","n/e","n/e","n/e","n/e","3638","n/e","n/e"
"24.04.2015 15:00 - 24.04.2015 16:00","2588","n/e","n/e","n/e","n/e","n/e","4038","n/e","n/e"
"24.04.2015 16:00 - 24.04.2015 17:00","2282","n/e","n/e","n/e","n/e","n/e","4291","n/e","n/e"
"24.04.2015 17:00 - 24.04.2015 18:00","1803","n/e","n/e","n/e","n/e","n/e","4155","n/e","n/e"
"24.04.2015 18:00 - 24.04.2015 19:00","1295","n/e","n/e","n/e","n/e","n/e","4121","n/e","n/e"
"24.04.2015 19:00 - 24.04.2015 20:00","768","n/e","n/e","n/e","n/e","n/e","4154","n/e","n/e"
"24.04.2015 20:00 - 24.04.2015 21:00","302","n/e","n/e","n/e","n/e","n/e","3832","n/e","n/e"
"24.04.2015 21:00 - 24.04.2015 22:00","138","n/e","n/e","n/e","n/e","n/e","3785","n/e","n/e"
"24.04.2015 22:00 - 24.04.2015 23:00","119","n/e","n/e","n/e","n/e","n/e","4370","n/e","n/e"
"24.04.2015 23:00 - 25.04.2015 00:00","82","n/e","n/e","n/e","n/e","n/e","4692","n/e","n/e"
"25.04.2015 00:00 - 25.04.2015 01:00","32","n/e","n/e","n/e","n/e","n/e","5269","n/e","n/e"
"25.04.2015 01:00 - 25.04.2015 02:00","13","n/e","n/e","n/e","n/e","n/e","5827","n/e","n/e"
"25.04.2015 02:00 - 25.04.2015 03:00","2","n/e","n/e","n/e","n/e","n/e","6309","n/e","n/e"
"25.04.2015 03:00 - 25.04.2015 04:00","1","n/e","n/e","n/e","n/e","n/e","6598","n/e","n/e"
"25.04.2015 04:00 - 25.04.2015 05:00","0","n/e","n/e","n/e","n/e","n/e","6775","n/e","n/e"
"25.04.2015 05:00 - 25.04.2015 06:00","0","n/e","n/e","n/e","n/e","n/e","7026","n/e","n/e"
"25.04.2015 06:00 - 25.04.2015 07:00","0","n/e","n/e","n/e","n/e","n/e","6789","n/e","n/e"
"25.04.2015 07:00 - 25.04.2015 08:00","73","n/e","n/e","n/e","n/e","n/e","6509","n/e","n/e"
"25.04.2015 08:00 - 25.04.2015 09:00","524","n/e","n/e","n/e","n/e","n/e","5918","n/e","n/e"
"25.04.2015 09:00 - 25.04.2015 10:00","1204","n/e","n/e","n/e","n/e","n/e","5318","n/e","n/e"
"25.04.2015 10:00 - 25.04.2015 11:00","1681","n/e","n/e","n/e","n/e","n/e","5407","n/e","n/e"
"25.04.2015 11:00 - 25.04.2015 12:00","2071","n/e","n/e","n/e","n/e","n/e","6019","n/e","n/e"
"25.04.2015 12:00 - 25.04.2015 13:00","2476","n/e","n/e","n/e","n/e","n/e","6316","n/e","n/e"
"25.04.2015 13:00 - 25.04.2015 14:00","2227","n/e","n/e","n/e","n/e","n/e","5805","n/e","n/e"
"25.04.2015 14:00 - 25.04.2015 15:00","1985","n/e","n/e","n/e","n/e","n/e","5572","n/e","n/e"
"25.04.2015 15:00 - 25.04.2015 16:00","1819","n/e","n/e","n/e","n/e","n/e","5697","n/e","n/e"
"25.04.2015 16:00 - 25.04.2015 17:00","1595","n/e","n/e","n/e","n/e","n/e","5916","n/e","n/e"
"25.04.2015 17:00 - 25.04.2015 18:00","1291","n/e","n/e","n/e","n/e","n/e","5815","n/e","n/e"
"25.04.2015 18:00 - 25.04.2015 19:00","983","n/e","n/e","n/e","n/e","n/e","5502","n/e","n/e"
"25.04.2015 19:00 - 25.04.2015 20:00","578","n/e","n/e","n/e","n/e","n/e","4796","n/e","n/e"
"25.04.2015 20:00 - 25.04.2015 21:00","175","n/e","n/e","n/e","n/e","n/e","4281","n/e","n/e"
"25.04.2015 21:00 - 25.04.2015 22:00","24","n/e","n/e","n/e","n/e","n/e","4149","n/e","n/e"
"25.04.2015 22:00 - 25.04.2015 23:00","12","n/e","n/e","n/e","n/e","n/e","4472","n/e","n/e"
"25.04.2015 23:00 - 26.04.2015 00:00","12","n/e","n/e","n/e","n/e","n/e","4492","n/e","n/e"
"26.04.2015 00:00 - 26.04.2015 01:00","1","n/e","n/e","n/e","n/e","n/e","4693","n/e","n/e"
"26.04.2015 01:00 - 26.04.2015 02:00","0","n/e","n/e","n/e","n/e","n/e","4300","n/e","n/e"
"26.04.2015 02:00 - 26.04.2015 03:00","1","n/e","n/e","n/e","n/e","n/e","4734","n/e","n/e"
"26.04.2015 03:00 - 26.04.2015 04:00","1","n/e","n/e","n/e","n/e","n/e","5107","n/e","n/e"
"26.04.2015 04:00 - 26.04.2015 05:00","1","n/e","n/e","n/e","n/e","n/e","5126","n/e","n/e"
"26.04.2015 05:00 - 26.04.2015 06:00","0","n/e","n/e","n/e","n/e","n/e","5076","n/e","n/e"
"26.04.2015 06:00 - 26.04.2015 07:00","0","n/e","n/e","n/e","n/e","n/e","5304","n/e","n/e"
"26.04.2015 07:00 - 26.04.2015 08:00","81","n/e","n/e","n/e","n/e","n/e","5464","n/e","n/e"
"26.04.2015 08:00 - 26.04.2015 09:00","408","n/e","n/e","n/e","n/e","n/e","5503","n/e","n/e"
"26.04.2015 09:00 - 26.04.2015 10:00","874","n/e","n/e","n/e","n/e","n/e","5738","n/e","n/e"
"26.04.2015 10:00 - 26.04.2015 11:00","1313","n/e","n/e","n/e","n/e","n/e","5853","n/e","n/e"
"26.04.2015 11:00 - 26.04.2015 12:00","1639","n/e","n/e","n/e","n/e","n/e","6044","n/e","n/e"
"26.04.2015 12:00 - 26.04.2015 13:00","1971","n/e","n/e","n/e","n/e","n/e","6141","n/e","n/e"
"26.04.2015 13:00 - 26.04.2015 14:00","2124","n/e","n/e","n/e","n/e","n/e","6453","n/e","n/e"
"26.04.2015 14:00 - 26.04.2015 15:00","2113","n/e","n/e","n/e","n/e","n/e","6701","n/e","n/e"
"26.04.2015 15:00 - 26.04.2015 16:00","2038","n/e","n/e","n/e","n/e","n/e","7485","n/e","n/e"
"26.04.2015 16:00 - 26.04.2015 17:00","1864","n/e","n/e","n/e","n/e","n/e","8249","n/e","n/e"
"26.04.2015 17:00 - 26.04.2015 18:00","1648","n/e","n/e","n/e","n/e","n/e","8368","n/e","n/e"
"26.04.2015 18:00 - 26.04.2015 19:00","1205","n/e","n/e","n/e","n/e","n/e","7663","n/e","n/e"
"26.04.2015 19:00 - 26.04.2015 20:00","681","n/e","n/e","n/e","n/e","n/e","7418","n/e","n/e"
"26.04.2015 20:00 - 26.04.2015 21:00","215","n/e","n/e","n/e","n/e","n/e","6945","n/e","n/e"
"26.04.2015 21:00 - 26.04.2015 22:00","29","n/e","n/e","n/e","n/e","n/e","7423","n/e","n/e"
"26.04.2015 22:00 - 26.04.2015 23:00","21","n/e","n/e","n/e","n/e","n/e","7605","n/e","n/e"
"26.04.2015 23:00 - 27.04.2015 00:00","28","n/e","n/e","n/e","n/e","n/e","6936","n/e","n/e"
"27.04.2015 00:00 - 27.04.2015 01:00","46","n/e","n/e","n/e","n/e","n/e","7592","n/e","n/e"
"27.04.2015 01:00 - 27.04.2015 02:00","42","n/e","n/e","n/e","n/e","n/e","8370","n/e","n/e"
"27.04.2015 02:00 - 27.04.2015 03:00","39","n/e","n/e","n/e","n/e","n/e","8986","n/e","n/e"
"27.04.2015 03:00 - 27.04.2015 04:00","37","n/e","n/e","n/e","n/e","n/e","9318","n/e","n/e"
"27.04.2015 04:00 - 27.04.2015 05:00","36","n/e","n/e","n/e","n/e","n/e","9997","n/e","n/e"
"27.04.2015 05:00 - 27.04.2015 06:00","31","n/e","n/e","n/e","n/e","n/e","10204","n/e","n/e"
"27.04.2015 06:00 - 27.04.2015 07:00","31","n/e","n/e","n/e","n/e","n/e","10083","n/e","n/e"
"27.04.2015 07:00 - 27.04.2015 08:00","125","n/e","n/e","n/e","n/e","n/e","9803","n/e","n/e"
"27.04.2015 08:00 - 27.04.2015 09:00","689","n/e","n/e","n/e","n/e","n/e","9482","n/e","n/e"
"27.04.2015 09:00 - 27.04.2015 10:00","1478","n/e","n/e","n/e","n/e","n/e","9522","n/e","n/e"
"27.04.2015 10:00 - 27.04.2015 11:00","2378","n/e","n/e","n/e","n/e","n/e","10306","n/e","n/e"
"27.04.2015 11:00 - 27.04.2015 12:00","2927","n/e","n/e","n/e","n/e","n/e","10968","n/e","n/e"
"27.04.2015 12:00 - 27.04.2015 13:00","3251","n/e","n/e","n/e","n/e","n/e","10760","n/e","n/e"
"27.04.2015 13:00 - 27.04.2015 14:00","3260","n/e","n/e","n/e","n/e","n/e","10614","n/e","n/e"
"27.04.2015 14:00 - 27.04.2015 15:00","3002","n/e","n/e","n/e","n/e","n/e","10526","n/e","n/e"
"27.04.2015 15:00 - 27.04.2015 16:00","2738","n/e","n/e","n/e","n/e","n/e","10559","n/e","n/e"
"27.04.2015 16:00 - 27.04.2015 17:00","2536","n/e","n/e","n/e","n/e","n/e","10789","n/e","n/e"
"27.04.2015 17:00 - 27.04.2015 18:00","2334","n/e","n/e","n/e","n/e","n/e","11030","n/e","n/e"
"27.04.2015 18:00 - 27.04.2015 19:00","1855","n/e","n/e","n/e","n/e","n/e","10645","n/e","n/e"
"27.04.2015 19:00 - 27.04.2015 20:00","1185","n/e","n/e","n/e","n/e","n/e","10577","n/e","n/e"
"27.04.2015 20:00 - 27.04.2015 21:00","387","n/e","n/e","n/e","n/e","n/e","9981","n/e","n/e"
"27.04.2015 21:00 - 27.04.2015 22:00","210","n/e","n/e","n/e","n/e","n/e","9117","n/e","n/e"
"27.04.2015 22:00 - 27.04.2015 23:00","150","n/e","n/e","n/e","n/e","n/e","8797","n/e","n/e"
"27.04.2015 23:00 - 28.04.2015 00:00","110","n/e","n/e","n/e","n/e","n/e","8539","n/e","n/e"
"28.04.2015 00:00 - 28.04.2015 01:00","23","n/e","n/e","n/e","n/e","n/e","8098","n/e","n/e"
"28.04.2015 01:00 - 28.04.2015 02:00","73","n/e","n/e","n/e","n/e","n/e","7912","n/e","n/e"
"28.04.2015 02:00 - 28.04.2015 03:00","71","n/e","n/e","n/e","n/e","n/e","7579","n/e","n/e"
"28.04.2015 03:00 - 28.04.2015 04:00","60","n/e","n/e","n/e","n/e","n/e","7241","n/e","n/e"
"28.04.2015 04:00 - 28.04.2015 05:00","20","n/e","n/e","n/e","n/e","n/e","6776","n/e","n/e"
"28.04.2015 05:00 - 28.04.2015 06:00","1","n/e","n/e","n/e","n/e","n/e","6467","n/e","n/e"
"28.04.2015 06:00 - 28.04.2015 07:00","3","n/e","n/e","n/e","n/e","n/e","6009","n/e","n/e"
"28.04.2015 07:00 - 28.04.2015 08:00","98","n/e","n/e","n/e","n/e","n/e","5843","n/e","n/e"
"28.04.2015 08:00 - 28.04.2015 09:00","904","n/e","n/e","n/e","n/e","n/e","5335","n/e","n/e"
"28.04.2015 09:00 - 28.04.2015 10:00","2273","n/e","n/e","n/e","n/e","n/e","4741","n/e","n/e"
"28.04.2015 10:00 - 28.04.2015 11:00","3070","n/e","n/e","n/e","n/e","n/e","4612","n/e","n/e"
"28.04.2015 11:00 - 28.04.2015 12:00","3946","n/e","n/e","n/e","n/e","n/e","3918","n/e","n/e"
"28.04.2015 12:00 - 28.04.2015 13:00","4555","n/e","n/e","n/e","n/e","n/e","3379","n/e","n/e"
"28.04.2015 13:00 - 28.04.2015 14:00","4647","n/e","n/e","n/e","n/e","n/e","3135","n/e","n/e"
"28.04.2015 14:00 - 28.04.2015 15:00","4565","n/e","n/e","n/e","n/e","n/e","3000","n/e","n/e"
"28.04.2015 15:00 - 28.04.2015 16:00","4424","n/e","n/e","n/e","n/e","n/e","2792","n/e","n/e"
"28.04.2015 16:00 - 28.04.2015 17:00","3941","n/e","n/e","n/e","n/e","n/e","2539","n/e","n/e"
"28.04.2015 17:00 - 28.04.2015 18:00","3278","n/e","n/e","n/e","n/e","n/e","2511","n/e","n/e"
"28.04.2015 18:00 - 28.04.2015 19:00","2613","n/e","n/e","n/e","n/e","n/e","2405","n/e","n/e"
"28.04.2015 19:00 - 28.04.2015 20:00","1783","n/e","n/e","n/e","n/e","n/e","2053","n/e","n/e"
"28.04.2015 20:00 - 28.04.2015 21:00","892","n/e","n/e","n/e","n/e","n/e","1672","n/e","n/e"
"28.04.2015 21:00 - 28.04.2015 22:00","601","n/e","n/e","n/e","n/e","n/e","1665","n/e","n/e"
"28.04.2015 22:00 - 28.04.2015 23:00","503","n/e","n/e","n/e","n/e","n/e","1455","n/e","n/e"
"28.04.2015 23:00 - 29.04.2015 00:00","414","n/e","n/e","n/e","n/e","n/e","1283","n/e","n/e"
"29.04.2015 00:00 - 29.04.2015 01:00","224","n/e","n/e","n/e","n/e","n/e","1061","n/e","n/e"
"29.04.2015 01:00 - 29.04.2015 02:00","459","n/e","n/e","n/e","n/e","n/e","1148","n/e","n/e"
"29.04.2015 02:00 - 29.04.2015 03:00","439","n/e","n/e","n/e","n/e","n/e","1305","n/e","n/e"
"29.04.2015 03:00 - 29.04.2015 04:00","311","n/e","n/e","n/e","n/e","n/e","1665","n/e","n/e"
"29.04.2015 04:00 - 29.04.2015 05:00","263","n/e","n/e","n/e","n/e","n/e","1738","n/e","n/e"
"29.04.2015 05:00 - 29.04.2015 06:00","199","n/e","n/e","n/e","n/e","n/e","1651","n/e","n/e"
"29.04.2015 06:00 - 29.04.2015 07:00","115","n/e","n/e","n/e","n/e","n/e","1787","n/e","n/e"
"29.04.2015 07:00 - 29.04.2015 08:00","167","n/e","n/e","n/e","n/e","n/e","1913","n/e","n/e"
"29.04.2015 08:00 - 29.04.2015 09:00","944","n/e","n/e","n/e","n/e","n/e","1875","n/e","n/e"
"29.04.2015 09:00 - 29.04.2015 10:00","2456","n/e","n/e","n/e","n/e","n/e","1708","n/e","n/e"
"29.04.2015 10:00 - 29.04.2015 11:00","3527","n/e","n/e","n/e","n/e","n/e","1378","n/e","n/e"
"29.04.2015 11:00 - 29.04.2015 12:00","4352","n/e","n/e","n/e","n/e","n/e","1479","n/e","n/e"
"29.04.2015 12:00 - 29.04.2015 13:00","5071","n/e","n/e","n/e","n/e","n/e","2142","n/e","n/e"
"29.04.2015 13:00 - 29.04.2015 14:00","5254","n/e","n/e","n/e","n/e","n/e","2495","n/e","n/e"
"29.04.2015 14:00 - 29.04.2015 15:00","5174","n/e","n/e","n/e","n/e","n/e","2891","n/e","n/e"
"29.04.2015 15:00 - 29.04.2015 16:00","4992","n/e","n/e","n/e","n/e","n/e","3448","n/e","n/e"
"29.04.2015 16:00 - 29.04.2015 17:00","4745","n/e","n/e","n/e","n/e","n/e","3888","n/e","n/e"
"29.04.2015 17:00 - 29.04.2015 18:00","4238","n/e","n/e","n/e","n/e","n/e","3932","n/e","n/e"
"29.04.2015 18:00 - 29.04.2015 19:00","3530","n/e","n/e","n/e","n/e","n/e","4089","n/e","n/e"
"29.04.2015 19:00 - 29.04.2015 20:00","2330","n/e","n/e","n/e","n/e","n/e","3917","n/e","n/e"
"29.04.2015 20:00 - 29.04.2015 21:00","1091","n/e","n/e","n/e","n/e","n/e","3498","n/e","n/e"
"29.04.2015 21:00 - 29.04.2015 22:00","741","n/e","n/e","n/e","n/e","n/e","2977","n/e","n/e"
"29.04.2015 22:00 - 29.04.2015 23:00","658","n/e","n/e","n/e","n/e","n/e","3043","n/e","n/e"
